,Datetime,Tweet Id,Text,Username,language,location,text-english
513,2021-07-03 13:38:08+00:00,1411318341491249152,#NOSESTANMATANDO #SOS https://t.co/6LARjv3EvK,cuexxo,und,"Medellín, Colombia",#NOSESTANMATANDO #SOS https://t.co/6LARjv3EvK
514,2021-07-03 13:06:13+00:00,1411310310678577157,"Uribismo criminal. 
6402 Falsos positivos!.
Un centenar de chicos muertos en las protestas y cientos de desaparecidos!.
#NosEstanMatando
#SOSColombiaDDDHH
#SOSColombiaNosEstanMatando 
#DondeEstanLosDesaparecidos https://t.co/jRRZyz0B56",sotodoriamanuel,es,"Monteria, Colombia.","Criminal Uribism. 
6402 False positives!.
A hundred boys killed in the protests and hundreds missing!.
#NosEstanMatando
#SOSColombiaDDDHH
#SOSColombiaNosEstanMatando 
#DondeEstanLosDesaparecidos https://t.co/jRRZyz0B56"
515,2021-07-03 12:48:52+00:00,1411305943233708033,Esto debe parar. #NosEstanMatando https://t.co/0DshtKeVcm,maryluzherran,es,"Bogotá, D.C., Colombia",This must stop. #NosEstanMatando https://t.co/0DshtKeVcm
516,2021-07-03 06:41:16+00:00,1411213433501011973,"@NestorJulioGon1 @darioacevedoc @PaolaHolguin Le dicen lameculo al que no comulga con el ideario del terrorismo marxista. Odian la democracia liberal y el imperio de la ley, porque son unos trogloditas comunistas. No ponen foto de perfil, porque salen con la baladronada mamerta de #NosEstánMatando. 😅😅😅😅Guerrilleros.",JuanDavidGR82,es,"Medellín, Antioquia, Colombia.","@NestorJulioGon1 @darioacevedoc @PaolaHolguin They call a meculo to those who do not agree with the ideology of Marxist terrorism. They hate liberal democracy and the rule of law, because they are communist troglodytes. They don't put a profile picture, because they come out with the mamerta ballad of #NosEstánMatando. 😅😅😅😅Guerrilleros."
517,2021-07-02 21:00:26+00:00,1411067264313536514,"@lamprea_adair @TourdeFrance21 @gener_usuga @ISAZULETA @juancadelgado @RodolfYepezL @comunera1871 @NairoQuinCo @LevyRincon @MeDicenWally EY MI HERMANO GRACIAS POR AYUDAR EN LA  
 DIFUSIÓN  DE NUESTRA SITUACIÓN EN ESA PARTE DEL MUNDO  QUE SE ENTERE EL MUNDO QUE  EN COLOMBIA  ESTE GOBIERNO #NosEstanMatando .
TE ABRAZO EN LA DISTANCIA!!",GregarioDon,es,"Bogotá, D.C., Colombia","@lamprea_adair @TourdeFrance21 @gener_usuga @ISAZULETA @juancadelgado @RodolfYepezL @comunera1871 @NairoQuinCo @LevyRincon @MeDicenWally EY MY BROTHER THANK YOU FOR HELPING IN THE  
 DISSEMINATION OF OUR SITUATION IN THAT PART OF THE WORLD THAT THE WORLD LEARNS THAT IN COLOMBIA THIS GOVERNMENT #NosEstanMatando.
I HUG YOU IN THE DISTANCE!!"
518,2021-07-02 18:53:57+00:00,1411035430259204098,"AY NOOOO, ESTO YA SE VOLVIÓ UN CEMENTERIO 😭😭 #ParoNacional2J #NosEstánMatando #NosEstánMasacrando #ParenLaMasacre https://t.co/j8hCeJDEXs",Pau_Zulu,es,Medellin-Colombia,"OH NOOOO, THIS HAS ALREADY BECOME A GRAVEYARD 😭😭 #ParoNacional2J #NosEstánMatando #NosEstánMasacrando #ParenLaMasacre https://t.co/j8hCeJDEXs"
519,2021-07-02 17:34:32+00:00,1411015445474332672,"#gremioambiental #nosestanmatando al parecer el @comite_cerros  avala y encubre a personajes que difaman de profesionales ambientales y civiles, Lamentablemente es un ""comité ambiental"" que difama a técnicos profesionales en temas de medio ambiente,#ParoNacional2Jul @ProfeFerley",LUISKHeredia,es,"Bucaramanga, Colombia","#gremioambiental #nosestanmatando apparently the @comite_cerros endorses and covers up characters who defame environmental and civil professionals, unfortunately it is an ""environmental committee"" that defames professional technicians in environmental issues, #ParoNacional2Jul @ProfeFerley"
520,2021-07-02 16:29:46+00:00,1410999147604414465,@antonioguterres @UN @antonioguterres en Colombia #NosEstanMatando y #UribeSubjudice #UribeDioLaOrden,ccgv777,es,"Puerto Colombia, Colombia",@antonioguterres @UN @antonioguterres in #NosEstanMatando and #UribeSubjudice #UribeDioLaOrden Colombia
521,2021-07-02 13:51:00+00:00,1410959190869299201,"#NosestánMatando
Los Actores de la Izqmierd💩. https://t.co/J4qnBQpz7V",Tiradorsilencio,es,Bogota - Colombia,"#NosestánMatando
The Actors of the Left💩. https://t.co/J4qnBQpz7V"
522,2021-07-01 21:53:12+00:00,1410718153773092875,"EXCELENTE DÍA PARA HACERSE SENTIR #COLOMBIA 🇨🇴🇨🇴
#NOSESTANMATANDO
#NOSESTANMATANDO
#NOSESTANMATANDO
#NOSESTANMATANDO
#NOSESTANMATANDO
#LaEsperanzaEsColombiaHumana
#Resistencia
#ResistenciaEnColombia https://t.co/yKvoERMVut",AlessaGomor,es,Colombia,"GREAT DAY TO MAKE YOURSELF FELT #COLOMBIA 🇨🇴🇨🇴
#NOSESTANMATANDO
#NOSESTANMATANDO
#NOSESTANMATANDO
#NOSESTANMATANDO
#NOSESTANMATANDO
#LaEsperanzaEsColombiaHumana
#Resistencia
#ResistenciaEnColombia https://t.co/yKvoERMVut"
523,2021-07-01 21:18:36+00:00,1410709445097709569,#NosEstanMatando Oye Nayi @ClaudiaLopez que perrateo barro. https://t.co/3of6fvAspO,Armand0410,es,Colombia,#NosEstanMatando Hear Nayi @ClaudiaLopez that mud bitrateo. https://t.co/3of6fvAspO
524,2021-07-01 20:59:47+00:00,1410704710101782533,Golfing To Victory || Followers Goal 54/100 || Come Hang With Us || #SOSColombia #NosEstanMatando https://t.co/W1iiznphGM,AndresMerchan11,en,"Bogotá, Colombia",Golfing To Victory || Followers Goal 54/100 || Come Hang With Us || #SOSColombia #NosEstanMatando https://t.co/W1iiznphGM
525,2021-07-01 19:14:28+00:00,1410678208098353154,#DDHH #LGBTIQ #SOSColombia #NosEstánMatando https://t.co/kGv6QsRYJJ,ChonaQueer,und,Bogotá-Colombia,#DDHH #LGBTIQ #SOSColombia #NosEstánMatando https://t.co/kGv6QsRYJJ
526,2021-07-01 19:05:48+00:00,1410676026951225346,"#ResistenciaColombia 💪
#ColombiaResiste #ResistenciaEnColombia #NosEstanMasacrando
#NosEstanMatando #NoMasAbusoPolicial
#SOSCaliColombia 
#NoOlvidemosQue 
#ColombiaResiste https://t.co/RfsHXA5Ld7",AlessaGomor,und,Colombia,"#ResistenciaColombia 💪
#ColombiaResiste #ResistenciaEnColombia #NosEstanMasacrando
#NosEstanMatando #NoMasAbusoPolicial
#SOSCaliColombia 
#NoOlvidemosQue 
#ColombiaResiste https://t.co/RfsHXA5Ld7"
527,2021-07-01 18:14:21+00:00,1410663078404964352,"@JoseGuarnizoA  cuidado con los niños , #nosestanmatando @GustavoBolivar https://t.co/7h30vrDw0L",colombiano8567,es,"Calima, Colombia","@JoseGuarnizoA care with children, #nosestanmatando @GustavoBolivar https://t.co/7h30vrDw0L"
528,2021-07-01 17:17:31+00:00,1410648778202402821,"¡#ParoNacional1J - #LeyAntidisturbios - #ReformaPolicialYa y el #Esmad lo acaben!

No aguantamos más represión y abuso de autoridad por parte de esta fuerza pertenecientes a la @PoliciaBogota, @PoliciaColombia, @DirectorPolicia. 

#NosEstánMatando - @ClaudiaLopez, @IvanDuque 🇨🇴. https://t.co/YXyqZyrh2m",decorazonpetro,es,Colombia,"#ParoNacional1J - #LeyAntidisturbios - #ReformaPolicialYa and the #Esmad finish it!

We can no longer stand repression and abuse of authority by this force belonging to the @PoliciaBogota, @PoliciaColombia, @DirectorPolicia. 

#NosEstánMatando - @ClaudiaLopez, @IvanDuque 🇨🇴. https://t.co/YXyqZyrh2m"
529,2021-07-01 13:36:34+00:00,1410593172619735043,"Cada día veo una foto más con la cinta de luto entre mis contactos, esto no es un juego people #nosestánmatando y #nosestamosmatando",Bryam13Velasco,es,"Bogotá, D.C., Colombia","Every day I see one more photo with the mourning tape between my contacts, this is not a people #nosestánmatando game and #nosestamosmatando"
530,2021-07-01 13:34:39+00:00,1410592690811674624,"#NosEstánMatando 
#DuqueRenuncieYa 
#ElParoNoPara 
El gobierno miente, la corrupción se impone, la Fiscalía persigue a los defensores, la Procuraduría busca administrar justicia y legislar. Colombia un estado fallido. 
Colombia resiste hasta que la dihnidad se vuelva costumbre",marthaehuertas,es,"Bogotá, D.C., Colombia","#NosEstánMatando 
#DuqueRenuncieYa 
#ElParoNoPara 
The government lies, corruption prevails, the Prosecutor General's Office persecutes defenders, the Attorney General's Office seeks to administer justice and legislate. Colombia a failed state. 
Colombia resists until dihnity becomes customary"
531,2021-07-01 12:34:08+00:00,1410577460480155650,@hrw_espanol #nosestánmatando https://t.co/aMKwvoHh9D,lmaciass,und,Colombia,@hrw_espanol #nosestánmatando https://t.co/aMKwvoHh9D
532,2021-07-01 11:29:54+00:00,1410561295557054464,"@HenryRo81456005 @PoliciaBogota Aquí palabras que justifican la violencia y después cuando la policía responde, lloran #nosestanmatando
Todo el apoyo a nuestra fuerza pública.",DarschanOcampo,es,"Cali, Colombia","@HenryRo81456005 @PoliciaBogota Here are words that justify the violence and then when the police respond, they cry #nosestanmatando
All the support for our law enforcement."
533,2021-07-01 04:56:26+00:00,1410462276289589248,"@BLUSantanderes @ONUHumanRights
@TembloresOng
@DefensoriaCol
@PGN_COL
@GobiernoBTA
@CorteIDH
@elpais_america
@bbcmundo
@CNNEE
@CIDH
@AlertaNews24
@RTultimahora
@France24_es
@onucolombia 

#ColombiaResiste #NosEstanMatando #ColombiaEnAlertaRoja #SOSColombia",frreyescc,und,"Santa Marta, Colombia","@BLUSantanderes @ONUHumanRights
@TembloresOng
@DefensoriaCol
@PGN_COL
@GobiernoBTA
@CorteIDH
@elpais_america
@bbcmundo
@CNNEE
@CIDH
@AlertaNews24
@RTultimahora
@France24_es
@onucolombia 

#ColombiaResiste #NosEstanMatando #ColombiaEnAlertaRoja #SOSColombia"
534,2021-07-01 04:43:32+00:00,1410459028291997704,"@Ricardo53330177 Canción La Sentada de @la_muchacha_isabel y @make_up_vali  una estética particular, feroz,  sin contemplaciones como lo que le han hecho a las y los jóvenes de este país. Resistir con arte y creatividad  Poner el dedo en la llaga 🆘 #NosEstanMatando https://t.co/xqXJF9aFhs…",salazarpmarce,es,"Bogotá, D.C., Colombia","@Ricardo53330177 Song The Sitting of @la_muchacha_isabel and @make_up_vali a particular aesthetic, fierce, unceremonious as what they have done to the young people of this country. Resist with art and creativity Put your finger on the sore 🆘 #NosEstanMatando https://t.co/xqXJF9aFhs..."
535,2021-07-01 03:42:13+00:00,1410443601197273089,"Pero afortunadamente estan personas importantes como ustedes para informar lo acontecido
@POTUS  sabe los insucesos de #Colombia
#ElParoNoLoParaNadie #NosEstanMasacrando
#NosEstanMatando
#duquerespondaporlamatanza
@VP https://t.co/nhrmvYCemR",AlessaGomor,es,Colombia,"But fortunately there are important people like you to report what happened
@POTUS knows the insucesos of #Colombia
#ElParoNoLoParaNadie #NosEstanMasacrando
#NosEstanMatando
#duquerespondaporlamatanza
@VP https://t.co/nhrmvYCemR"
536,2021-06-30 23:42:50+00:00,1410383354629918722,"Totalmente cierto, con mas de 600 muertos diarios @MinSaludCol y @IvanDuque ni se inmutan, no escuchan a médicos ni a epidemiológos #NosEstanMatando. algunos prefieren la plata que la salud, para que quieren plata, si se van a morir? Por el virus o por el pesimo sistema de salud https://t.co/x0v3FRZhEc",lomorajac,es,"Cajicá, Colombia","Absolutely true, with more than 600 deaths a day @MinSaludCol and @IvanDuque are undeterred, they do not listen to doctors or epidemiológos #NosEstanMatando. some prefer silver to health, so they want silver, if they are going to die? Because of the virus or the https://t.co/x0v3FRZhEc health system"
537,2021-06-30 20:53:44+00:00,1410340799326396421,"@Antonio163016 @RATIVAJOSE @IntlCrimCourt @cidhy @ONU_es @CIDH @JoeBiden @elpais_america @France24_es @RepMcGovern @nytimeses @UEenColombia @MisionONUCol @bbcmundo @mbachelet @JMVivancoHRW @ArchivaColombia #ColombianGenocide #CapitalistRegime #SOSColombia #NosEstanMatando #NosEstanMasacrando #SOSColombiaDDHH #DuquePareElExterminio #QuienDioLaOrden #QuePareElGenocidio
 @JMVivancoHRW @alemEmbajador @SuizaColombia @SwedeninCOL @UKinColombia @France_Colombia @episcopadocol @Pontifex",latinapuntocom,und,"Bogotá, D.C., Colombia","@Antonio163016 @RATIVAJOSE @IntlCrimCourt @cidhy @ONU_es @CIDH @JoeBiden @elpais_america @France24_es @RepMcGovern @nytimeses @UEenColombia @MisionONUCol @bbcmundo @mbachelet @JMVivancoHRW @ArchivaColombia #ColombianGenocide #CapitalistRegime #SOSColombia #NosEstanMatando #NosEstanMasacrando #SOSColombiaDDHH #DuquePareElExterminio #QuienDioLaOrden #QuePareElGenocidio
 @JMVivancoHRW @alemEmbajador @SuizaColombia @SwedeninCOL @UKinColombia @France_Colombia @episcopadocol @Pontifex"
538,2021-06-30 20:30:05+00:00,1410334847667744771,"@SectorSalud No, soy de los que se cuidan y que por su ineptitud por falta de segundas dosis nos tienen en riesgo . #nosestanmatando no hay segundas dosis #soscolombia",Lemonoriginal,es,Colombia,"@SectorSalud No, I am one of those who take care of themselves and who, due to their ineptitude due to lack of second doses, have us at risk. #nosestanmatando there are no second #soscolombia doses"
539,2021-06-30 18:55:15+00:00,1410310982497456133,"Y la comunidad internacional respaldando el régimen Capitalista de Colombia
 #ColombianGenocide #CapitalistRegime #NosEstanMatando #QuienDioLaOrden #QuePareElGenocidio @JMVivancoHRW @alemEmbajador @SuizaColombia @SwedeninCOL @UKinColombia @France_Colombia @EUCouncil @UEenColombia https://t.co/eANwduo5AD",latinapuntocom,es,"Bogotá, D.C., Colombia","And the international community supporting the Capitalist regime of Colombia
 #ColombianGenocide #CapitalistRegime #NosEstanMatando #QuienDioLaOrden #QuePareElGenocidio @JMVivancoHRW @alemEmbajador @SuizaColombia @SwedeninCOL @UKinColombia @France_Colombia @EUCouncil @UEenColombia https://t.co/eANwduo5AD"
540,2021-06-30 18:38:52+00:00,1410306858846404612,"@JMVivancoHRW @MinInterior @mindefensa Esta semana?
El GENOCIDIO de las décadas anteriores no lo ha notado?
 #ColombianGenocide #CapitalistRegime #SOSColombia #NosEstanMatando #NosEstanMasacrando #SOSColombiaDDHH #ColombianLivesMatter #DuquePareElExterminio #SOScauca #SOSChocó #QuienDioLaOrden  #QuePareElGenocidio",latinapuntocom,es,"Bogotá, D.C., Colombia","@JMVivancoHRW @MinInterior @mindefensa This week?
The GENOCIDE of the previous decades hasn't noticed?
 #ColombianGenocide #CapitalistRegime #SOSColombia #NosEstanMatando #NosEstanMasacrando #SOSColombiaDDHH #ColombianLivesMatter #DuquePareElExterminio #SOScauca #SOSChocó #QuienDioLaOrden #QuePareElGenocidio"
541,2021-06-30 17:45:35+00:00,1410293451774701573,@Arquiman2 los mejores chistes de @ClaudiaLopez y @gustavopetro en #NosEstanMatando https://t.co/rc8H87qCM0,geminisd70,es,Colombia,@Arquiman2 the best @ClaudiaLopez jokes and @gustavopetro in #NosEstanMatando https://t.co/rc8H87qCM0
542,2021-06-30 17:15:33+00:00,1410285895480131587,#NosEstanMatando #SOSColombia https://t.co/SdNw5PzwnN,LiloEverdeen,und,Cali - Colombia,#NosEstanMatando #SOSColombia https://t.co/SdNw5PzwnN
543,2021-06-30 16:08:54+00:00,1410269122349371394,"@FisicoImpuro Claudia Lopez resultó ser igual a Uribe, pensamientos perversos y asesin0s, enemig0s del puebl0, 0dian a l0s J0venes @G_Pisarello #SOS #nosestanmatando #duqueparelamasacre #UribeDioLaOrden @ONU_es #humanrights @TembloresOng",marittza36,es,Colombia,"@FisicoImpuro Claudia Lopez turned out to be equal to Uribe, perverse thoughts and murders, enemig0s of the people0, 0dian to l0s J0venes @G_Pisarello #SOS #nosestanmatando #duqueparelamasacre #UribeDioLaOrden @ONU_es #humanrights @TembloresOng"
544,2021-06-30 15:38:55+00:00,1410261575315959815,@MisionONUCol @RATIVAJOSE @AgenciaPazCundi @CundinamarcaGob @PosconflictoCO @ARNColombia @CNRFARC @ComunesCoL @DefensoriaCol @PGN_COL #ColombianGenocide #CapitalistRegime #SOSColombia #NosEstanMatando #NosEstanMasacrando #SOSColombiaDDHH #ColombianLivesMatter #DuquePareElExterminio #SOScauca #SOSChocó #QuienDioLaOrden #SOSNariño #SOSBuenaventura #QuePareElGenocidio,latinapuntocom,und,"Bogotá, D.C., Colombia",@MisionONUCol @RATIVAJOSE @AgenciaPazCundi @CundinamarcaGob @PosconflictoCO @ARNColombia @CNRFARC @ComunesCoL @DefensoriaCol @PGN_COL #ColombianGenocide #CapitalistRegime #SOSColombia #NosEstanMatando #NosEstanMasacrando #SOSColombiaDDHH #ColombianLivesMatter #DuquePareElExterminio #SOScauca #SOSChocó #QuienDioLaOrden #SOSNariño #SOSBuenaventura #QuePareElGenocidio
545,2021-06-30 14:58:17+00:00,1410251347316903946,"@CIDH #EuropeanCourtofhumanrights #amnistiainternacional #civilrightsdefenders #humanrightswithoutfrontiers #physiciansforhumanrights #globalrights #humanrights #SOS  #Nosestanmatando
#CNNInternational
#CNNENESPAÑOL
#TheNewTime #AngelaMerkel  #BBC https://t.co/b2lBDh1y1Q",Caromoli28,und,Bogotá - Colombia,"@CIDH #EuropeanCourtofhumanrights #amnistiainternacional #civilrightsdefenders #humanrightswithoutfrontiers #physiciansforhumanrights #globalrights #humanrights #SOS  #Nosestanmatando
#CNNInternational
#CNNENESPAÑOL
#TheNewTime #AngelaMerkel  #BBC https://t.co/b2lBDh1y1Q"
546,2021-06-30 13:03:48+00:00,1410222537007669251,"Gracias @G_Pisarello por decir lo que pocos se atreven a decir, en Colombia Nos Están Matando. @POTUS @Pontifex_es @ONU_es @KremlinRussia #NosEstanMatando #SOSCOLOMBIA #SOS #SOSColombiaDDDHH",Andrew_Weedland,es,Colombia,"Thank you @G_Pisarello for saying what few dare to say, in Colombia They are killing us. @POTUS @Pontifex_es @ONU_es @KremlinRussia #NosEstanMatando #SOSCOLOMBIA #SOS #SOSColombiaDDDHH"
547,2021-06-30 12:59:15+00:00,1410221394277842948,De esto no dicen los de la #PrimeraLineaAsesina #NosEstanMatando https://t.co/XaqQ9vL1fI,AlexPovedaFranc,es,Colombia,Those in the #PrimeraLineaAsesina #NosEstanMatando https://t.co/XaqQ9vL1fI
548,2021-06-30 12:13:32+00:00,1410209886739304449,"¡No queremos nada regalado!

-¿Entonces por qué viven pidiendo donaciones y limosnas para sostener sus puntos de delincuencia?

¡Callese, facho uribista! 😭😭 #NosEstanMatando #MeReprimen #SOS",MuerteEnElVacio,es,"Bogotá, D.C., Colombia","We don't want anything given away!

So why do they live asking for donations and alms to sustain their crime points?

Shut up, facho uribista! 😭😭 #NosEstanMatando #MeReprimen #SOS"
549,2021-06-30 07:34:27+00:00,1410139653823471617,#SOSColombiaDDHH #NosEstanMatando https://t.co/Dibc2FuRhp,TorpecilloFeliz,und,"Pasto, Colombia",#SOSColombiaDDHH #NosEstanMatando https://t.co/Dibc2FuRhp
550,2021-06-30 05:12:40+00:00,1410103972103401473,"#AsesinosDeColombianos
#NosEstanMatando https://t.co/SWPgH75Qh6",AlessaGomor,und,Colombia,"#AsesinosDeColombianos
#NosEstanMatando https://t.co/SWPgH75Qh6"
551,2021-06-30 04:26:16+00:00,1410092297673392129,"@ClaudiaLopez Payasa! 
Donde esta su respeto por la vida cuando critica a quienes protegen las cabezas y los ojos de la juventud que alza la voz en contra de lo que usted cubre y patrocina.. #NosEstanMatando #ClaudiaMentirosa #ClaudiaLopezAsesina",paoandrec5,es,"Bogotá, D.C., Colombia","@ClaudiaLopez Payasa! 
Where is your respect for life when you criticize those who protect the heads and eyes of youth who raise your voice against what you cover and sponsor.. #NosEstanMatando #ClaudiaMentirosa #ClaudiaLopezAsesina"
552,2021-06-30 03:14:35+00:00,1410074257879711746,"| INACEPTABLE | sin importarles que los están grabando, policías del ESMAD, atacan a un niño y a la prensa. 

!Esto, más que una dictadura, es una banda criminal paga por nosotros mismos!

#NosEstanMatando #paronacional30j #laesperanzaescolombiahumana 

https://t.co/7Eqh8Idhkt",Marianiniecheve,es,"Bogotá, D.C., Colombia","| UNACCEPTABLE | regardless of the fact that they are being recorded, ESMAD policemen attack a child and the press. 

! This, more than a dictatorship, is a criminal gang paying for ourselves!

#NosEstanMatando #paronacional30j #laesperanzaescolombiahumana 

https://t.co/7Eqh8Idhkt"
553,2021-06-30 02:52:06+00:00,1410068598371012611,jajajaja 🤣🤣🤣 #NosEstanMatando https://t.co/xDK8qTlkHy,MIBCOL,es,Colombia,lol 🤣🤣🤣 #NosEstanMatando https://t.co/xDK8qTlkHy
554,2021-06-30 02:40:33+00:00,1410065690908823559,@CaliWebCo No falta ahora el que Diga #NosEstanMatando,jairbond,es,"Cali, Colombia",@CaliWebCo There is no shortage of people who say #NosEstanMatando
555,2021-06-30 02:20:12+00:00,1410060572658384897,"@ElCordobs12 @petrogustavo @PoliciaColombia Si los papás no pudieron pues q el smad haga el trabajo!!! Duro con esos vándalos de MIERDA, si tienen las huevas para salir a lanzar piedra y atacar a la policía, pues q aguanten de lo mismo, y no chillen con sus mensajitos #Nosestanmatando por q toda acción tiene su reacción…",santabuggs,es,colombia,"@ElCordobs12 @petrogustavo @PoliciaColombia If the dads couldn't then q the smad do the job!!! Hard with those vandals of SHIT, if they have the roe to go out to throw stone and attack the police, then q endure the same thing, and do not squeal with their little mensajitos #Nosestanmatando by q every action has its reaction ..."
556,2021-06-30 02:18:15+00:00,1410060078590447620,Felix Lafaurie...   eres tu??? #NosEstanMatando https://t.co/FhxrJZfL7c,hectoreduardoro,es,bogota colombia,Felix Lafaurie ...   eres tu??? #NosEstanMatando https://t.co/FhxrJZfL7c
557,2021-06-30 02:01:07+00:00,1410055767898705921,"@ma_camiladiaz @ClaudiaLopez @PoliciaColombia Malditos policías! Cerdos, violadores y asesinos, es la única doctrina que les inculcan es sus cabezas : matar, matar y matar. #LaPoliciaNoNosCuida #EstadoAsesino #NosEstanMatando",JorgeLuis091087,es,"Bogota, Colombia","@ma_camiladiaz @ClaudiaLopez @PoliciaColombia Damn cops! Pigs, rapists and murderers, it is the only doctrine they instill in them is their heads : kill, kill and kill. #LaPoliciaNoNosCuida #EstadoAsesino #NosEstanMatando"
558,2021-06-30 00:44:59+00:00,1410036610796863495,"@ColombiaHumana_ @deiver1968109 @ClaudiaLopez Por defendersen con las uñas o estaríamos lamentando más muertes, #QuienDioLaOrden #NosEstanMatando #SOSColombia #SOScolombiaddhh excusas para reprimir y lamentar muertes de más ciudadanos en malos de quienes dicen defender a (¡!¡!¡!¡!)",beltranctc,es,Colombia,"@ColombiaHumana_ @deiver1968109 @ClaudiaLopez By defending with their fingernails or we would be lamenting more deaths, #QuienDioLaOrden #NosEstanMatando #SOSColombia #SOScolombiaddhh excuses to repress and mourn the deaths of more citizens in bad guys than they claim to defend (!!!!!)"
559,2021-06-30 00:43:17+00:00,1410036180406747141,@IvanDuque @Diego_Molano @FiscaliaCol @PoliciaColombia #NosEstanMatando #SOSColombiaDDDHH https://t.co/K4SwEAy7PN,MarthaIGuzman,und,Colombia,@IvanDuque @Diego_Molano @FiscaliaCol @PoliciaColombia #NosEstanMatando #SOSColombiaDDDHH https://t.co/K4SwEAy7PN
560,2021-06-30 00:26:03+00:00,1410031844301721603,@AlexLopezMaya La lucha también se hace en los juzgados por violaciones a los derechos humanos fundamentales. #QuienDioLaOrden #NosEstanMatando #SOSColombia @nytimes @IACourtHR @CourPenaleInt @IntlCrimCourt @CIDH @unioeuropea @mbachelet @TembloresOng @Lauraggils @canal2co @Margaritarosadf,beltranctc,es,Colombia,@AlexLopezMaya The fight is also being made in the courts for violations of fundamental human rights. #QuienDioLaOrden #NosEstanMatando #SOSColombia @nytimes @IACourtHR @CourPenaleInt @IntlCrimCourt @CIDH @unioeuropea @mbachelet @TembloresOng @Lauraggils @canal2co @Margaritarosadf
561,2021-06-29 23:48:57+00:00,1410022506078015490,#SOSColombiaDDHH #NosEstanMatando #DuqueAsesino #UribeGenocida https://t.co/WCVRBvIa1S,pedrosalazar420,und,Colombia,#SOSColombiaDDHH #NosEstanMatando #DuqueAsesino #UribeGenocida https://t.co/WCVRBvIa1S
562,2021-06-29 23:16:12+00:00,1410014265860313088,"@JulianRoman #Paronacional  #Duqueparelamasacre #Duquerenuncie #NOSESTANMATANDO #SOSColombiaDDHH #DDHHINTERNACIONAL #NosSiguenMatando #CNNChile #ONU #NoticiasInternacionales #DDHH #CNNEspañol #colombianosenelexterior #ayudahumanitaria
#SOSDDHH
#SOSCIDH
#ONGTemblores",Caromoli28,und,Bogotá - Colombia,"@JulianRoman #Paronacional #Duqueparelamasacre #Duquerenuncie #NOSESTANMATANDO #SOSColombiaDDHH #DDHHINTERNACIONAL #NosSiguenMatando #CNNChile #ONU #NoticiasInternacionales #DDHH #CNNEspañol #colombianosenelexterior #ayudahumanitaria
#SOSDDHH
#SOSCIDH
#ONGTemblores"
563,2021-06-29 23:15:18+00:00,1410014038185099273,Claudia Paraca Hpta! @ClaudiaLopez #ParoNacional29J #ClaudiaAsesina #NosEstanMatando #SOSBogota 🆘🇨🇴 https://t.co/2XBEMR7lbd,GipitaRamirez,es,Colombia,Claudia Paraca Hpta! @ClaudiaLopez #ParoNacional29J #ClaudiaAsesina #NosEstanMatando #SOSBogota 🆘🇨🇴 https://t.co/2XBEMR7lbd
564,2021-06-29 22:57:33+00:00,1410009572979445770,"@PaoHerreraC Inaceptable desde todo punto de vista, un niño, desarmado, en el suelo y entre 4 policías hijueputas lo golpean no hay otra palabra para describir esas manzanas podridasHIJUEPUTAS TOMBOS DE MIERDA @PoliciaColombia #DespiertaColombia #NosEstanMatando",RondoSendo,es,Colombia,"@PaoHerreraC Unacceptable from every point of view, a child, unarmed, on the ground and between 4 policemen hijueputas beat him there is no other word to describe those bad applesHIJUEPUTAS TOMBOS DE SHIT @PoliciaColombia #DespiertaColombia #NosEstanMatando"
565,2021-06-29 22:55:03+00:00,1410008943716409351,@Alexenlacalle Ahí esta su hijuputa @PoliciaColombia hasta donde vamos a llegar @ClaudiaLopez son unos bestias de mierda #DespiertaColombia #NosEstanMatando,RondoSendo,es,Colombia,@Alexenlacalle There's their hijuputa @PoliciaColombia how far we're going to get @ClaudiaLopez they're shit beasts #DespiertaColombia #NosEstanMatando
566,2021-06-29 22:36:53+00:00,1410004370461184001,#EsmadAsesino #PoliciasAsesinos #NosEstanMatando #NosEstanMasacrando https://t.co/YE4mJ6wMQd,Alek_sandr0,und,"Antioquia, Colombia",#EsmadAsesino #PoliciasAsesinos #NosEstanMatando #NosEstanMasacrando https://t.co/YE4mJ6wMQd
567,2021-06-29 22:33:30+00:00,1410003521131454467,#NosEstánMatando https://t.co/6Rttjh6AOh,alejoci14,und,"Bogotá, D.C., Colombia",#NosEstánMatando https://t.co/6Rttjh6AOh
568,2021-06-29 21:34:51+00:00,1409988758536179718,"En #Colombia todxs podemos aportar a un cambio que apunte al bien común y no solo al individual.🇨🇴

#Bastaya de indiferencia! 📢 🖐🏿🖐🏻

#soscolombia #justicia #igualdad #dialogo #nosestanmatando #masacreencolombia #policiacolombia #violenciapolicial #abusopolicial #protestas #ddhh https://t.co/O5gyL4BAOV",BastaYaApp,es,"Medellín, Colombia","In #Colombia all of us can contribute to a change that aims at the common good and not only the individual.🇨🇴

#Bastaya of indifference! 📢 🖐🏿🖐🏻

#soscolombia #justicia #igualdad #dialogo #nosestanmatando #masacreencolombia #policiacolombia #violenciapolicial #abusopolicial #protestas #ddhh https://t.co/O5gyL4BAOV"
