,User,Location
2951,TudeCcs,"De Galiza a Caracas, Venezuela"
2952,DGallegol,"Tunja, Colombia"
2953,Polstar81,"Quito, Ecuador"
2954,milicia_falcon,Coro. Edo Falcón
2955,ObedSolorzano1,Tierra de lagos y Volcanes
2956,Claudiaruiz,"Alameda, CA"
2957,DanesisArce,"Ontario, CA"
2958,RazaTropicalcol,Colombia
2959,Nirwen_Bull,Bogota-Colombia
2960,laherejiaco,Medellín
2961,ElGallo9214,"Montería, Colombia"
2962,bolanos_wilfran,"Bogotá, D.C., Colombia"
2963,arirubianosaa,Madrid
2964,Jurestrep,"Medellín, Colombia"
2965,ColorsZura,Reynosa 🇲🇽
2966,AlianzaSyV,Bogotá D.C.
2967,RhyMaster_RM,Bogota . Colombia
2968,LeticiaManagua,Nicaragua patria de Sandino
2969,EdithGarciaB,🌎
2970,AngelicaBohor18,"México, USA, Colombia"
2971,CSImery,
2972,Buena_Data_,
2973,YeisonCacua,Bucaramanga - Colombia
2974,ChileApruebapo,
2975,Alexanderrewind,
2976,OpsAn0nymous,127.0.0.0
2977,guaguarnizo,
2978,99_maura,Colombia
2979,DerechairosR,"Puebla, México"
2980,aliaga88153012,APP Frases diarias en el link
2981,lufezare89,"Bogota, colombia"
2982,lizcanur,
2983,MargaretApeiron,
2984,anima2ecumex,"Paute, Ecuador"
2985,retfot,"Caracas, Venezuela"
2986,AndresG_Comunes,Bogotá
2987,Rovipace,"Guayaquil, Ecuador"
2988,RobeltoJohan,
2989,juanperilla,Australia
2990,fernandovaller1,
2991,ArtesanoArturo,
2992,PressRiot,
2993,mariame28759762,"Bogotá, D.C., Colombia"
2994,franciszarate69,Colombia
2995,JacksonConza,Ecuador
2996,lomorajac,"Cajicá, Colombia"
2997,nydiafinol,
2998,MemoVivasB,Colombia. 
2999,MVelluchy,
3000,RevolucionD1,Barrio Revolución - Distrito 1
3001,Asor_Azul,Madrid
3002,pedro86992793,"Caracas, Venezuela"
3003,uefachampion32,Planeta tierra 
3004,Jremyno,
3005,Josekik98907177,
3006,Paoeh,
3007,alaincastaneda,"El Banco, Magdalena."
3008,HacheComics,Bogotá - Colombia
3009,FerchosSports,
3010,granjefee,"Buenos Aires, Argentina"
3011,ftetnalucia,"Bogotá, D.C., Colombia"
3012,compliquesmios,
3013,Karlama32,Caracas - Venezuela
3014,Datotrujillo,"Cali, calentura"
3015,jrramirezluna,Venezuela
3016,revistamsocial,
3017,ocak_cartoon,
3018,jortegaes,Ciudad de México
3019,andresska22,"Medellín, Colombia"
3020,GermanTTRF1,Legalandia
3021,angelmadridbac4,
3022,Sonosociologia,
3023,IngAndresRozo,Bogotá D.C.
3024,juacho345,
3025,jorgearmasv,Venezuela
3026,JonathanDLS1,Bogota
3027,TamaraBea3,
3028,jara0602,VENEZUELA.
3029,maryal05,
3030,Th3L1ghtX,Pleiades💫
3031,stevencenteno04,"Cali, Colombia"
3032,NoticiasTwittde,
3033,cog71604913,
3034,JosueFGutierrez,Bucaramanga
3035,federicefepeve,"Pasto, Colombia"
3036,SezanMonarca,"Bogotá, D.C., Colombia"
3037,metzweyale,"Corozal, Colombia"
3038,JuanGratiniano,
3039,_HernandezKO,
3040,barretobronx,"Queens, New york"
3041,nany_cali,
3042,MarylenSerna,"Cajibio, Cauca"
3043,Danny13866216,"Palmira, Colombia"
3044,Karlaacs4,"Bogotá, D.C., Colombia"
3045,ebullicionpsico,Bogotá
3046,SALGADO_1Y26S,
3047,jolulo69,
3048,charlyza2484,alternativoklo@gmail.com 
3049,dama_rosas," Guayaquil, Quito "
3050,Elio61507818,
3051,Kth2626,Colombia
3052,Ateneapb,"Bogotá, D.C., Colombia"
3053,oswaldiny2001,"Montería, Colombia"
3054,Arocha12Andres,"Bogotá, D.C., Colombia"
3055,MatonsizimoKid,Bogotá
3056,carolltejada,
3057,JoseilyMon,Pueblo de Panelas y Pastores
3058,yavayava2,
3059,MariasiCuba,Cuba
3060,Misericordioso_,
3061,LuisGaviriaVp,Bogota
3062,WilRom3ro,Barranquilla
3063,_lostsouwul_,Colombia
3064,gralefa,Santa Rosa de Cabal
3065,FeblesCarmona,
3066,adrenalinacol,Colombia
3067,RengifoHarry,
3068,Edwardjhoan77,"Buga, Colombia"
3069,CulturaNueva,
3070,ASPU_Colombia,
3071,Mafalda_2020_,
3072,tendenciaspg,AM 1220
3073,orlan151161,Tachira-venezuela
3074,RadioTVLiberaci,#ColectivoPrensaIndependiente 
3075,ovejaninja,curiouscat.qa/ovejaninja
3076,f_nidia,Bogota
3077,JOREN01,"Carepa, Colombia"
3078,Flor_de_macondo,Macondo
3079,romennio,"Puerto Ordaz, Estado Bolivar"
3080,tihui,México
3081,texmagvero,
3082,TheBrandon31,"Bogotá, D.C., Colombia"
3083,soycanas,
3084,ingesarcastico,Bucaramanga
3085,JuanJuanpis07,
3086,Liliana831215,
3087,ImBippo,Bogotá
3088,pedrotebas,Colombia🇨🇴👉
3089,CavaCannabica,Colombia
3090,cali_en_vivo,"Cali, Colombia"
3091,Yarurito,"bogota, colombia"
3092,SocorroAltami12,
3093,raudel_leon,Cuba
3094,Alcadima,Pereira
3095,NGKopy,"Caracas, Venezuela"
3096,JONAS_GR,Moldavia
3097,WilliamJaimeGm2,"Medellín, Colombia"
3098,CarlosPabon6Val,Antioquia
3099,RapaGino,Caba
3100,ANAMACALO01,
3101,ElTwirero,
3102,Qromal,Colombia
3103,Aldo_Chav,Nicaragua
3104,lcraca,
3105,EduardoEnLaRed,Mundo/In the World
3106,PaterMionostro,A la derecha de la derecha
3107,LeadroLandin,Buenos Aires
3108,ecuadorycuba,Patria Grande
3109,Jose_Biomorgi,América del Sur
3110,Elcadejo19,
3111,Drafigueredo,Bogotá Cundinamarca 110221
3112,BayamoSomos,"Bayamo, Granma, Cuba"
3113,Humorconelgato,"Miami Beach, FL"
3114,UColomer,
3115,hi_lol,"Lima, Peru"
3116,pepegonzalez00,
3117,AndiGuti,
3118,maoflorez1986,"Bogota, Colombia"
3119,Mashi_Pablo,"Guayaquil, Ecuador"
3120,ObakeNoDara,Macondo
3121,mteijeiro,"Caracas, Venezuela"
3122,LatinoDeAPie,Latinoamerica
3123,ColomRevo,
3124,quinchucua,"Villavicencio, Colombia"
3125,lmunos01,Nicaragua
3126,FilmGamex,Palmira (valle)
3127,CrystinaTayan,
3128,tw_mario_oa,
3129,jorgeesteche,
3130,PaisChimbo,Colombia
3131,ColeccionistaO1,
3132,Bajola_Alfombra,
3133,WorldFairness,
3134,AquiFigueroa,Soy Internacionalista 
3135,GiLopez23,"Bogotá, D.C., Colombia"
3136,galoandres17,uio
3137,Dikonvergencia,NTSC
3138,elmundodejuanda,Bogotá - Colombia 
3139,Dalsuro,Ibague
3140,gab1969,"Bogotá, Colombia"
3141,ElioAlmaguer2,
3142,solonelybat,
3143,DiestroMaestro1,
3144,momolopolis,México
3145,josemarmoises,"Canelones, Uruguay"
3146,IsisAlvarez3,"La Habana, Cuba 🇨🇺"
3147,JUAN_GAMMA,
3148,Sanchezpri_,
3149,defensorpuro082,
3150,eddysevenson,"Cuba, La Habana"
3151,carloss1672,Todo el mundo
3152,Andrew_Weedland,Colombia
3153,CarlosRios29,Bogotá
3154,rodriestra75,Utopía Comunista 
3155,Daniela89055898,
3156,AntisanaNews,
3157,Tatakoa1940,España
3158,antifabolivia,Bolivia
3159,_davidleone,"Barranquilla, Colombia"
3160,Wilhardezdiaz,
3161,CavadiaAlvaro,
3162,DanRodriguez_pe,Perú
3163,KataCrespo,
3164,mervis_v,
3165,MdmeTempestad,
3166,edigonzavila,"Santa Marta, Colombia"
3167,EstoPienso5,
3168,Doophe3,Colombia
3169,xJorgeLunax,"Valparaíso, Chile"
3170,Egisaez,
3171,HeyJoeXD,LARA
3172,EntreTodosApure,Guasdualito
3173,BolivarSXXI,"Lara, Venezuela"
3174,PorSuba,
3175,AstridPadilla5,https://mobile.twitter.com/acc
3176,SweetRoox,
3177,beticog,
3178,apterrones,"Callao, Peru"
3179,BlancoErics,República del Espinito
3180,Andreadrez,"Pasto, Colombia"
3181,KaizenTorres,
3182,hernleing,Bogotá Colombia 
3183,JohannesP_88,"La Escombrera , Polombia."
3184,chande2205,"Ciudad Guayana, Venezuela"
3185,NocheyNieblaBD,Bogotá D.C.
3186,giroscopiomovil,República Galáctica Jedi
3187,El_Rascaniguas,Con la mamá del chavo
3188,DebAbiertosTV,
3189,LechuzaCensura1,Con#Assange#CloversForAssange
3190,GioEchevarria77,"Valle del Cauca, Colombia"
3191,ActoresECONOMIA,Venezuela · Suramérica
3192,Andyalvalos,
3193,TruchaAbuAliMo1,Los Andes Sudamericanos
3194,LuchaAmada,
3195,EnriqueElGenio,En Viaje Transgaláctico
3196,elmundodelcaffe,
3197,JovitoVelazque1,"Yopal, Colombia"
3198,CsrGamonal,C/ Pablo casals 3
3199,YourAnon_Es,WE ARE ANONYMOUS
3200,mafe_onate,Valledupar-Cesar
3201,osdaroma,
3202,ESPIRIT85598220,
3203,arnaldop18,"Bogotá, D.C., Colombia"
3204,leon_98l,Colombia
3205,PatoCitarella,Ramos Mejía - Argentina
3206,callynocallo345,
3207,thescreenshow,
3208,caritoroal,Bogotá 
3209,johngaravito,
3210,lauramccom,"Armenia, Colombia"
3211,socialdeportes,
3212,edb130,"Envigado, Colombia"
3213,StefCervera,Bogotá
3214,elmaurosena,
3215,cerocorrucion,
3216,Enediscorrea1,
3217,DIEGOKRAPULA,Medellín - Antioquia
3218,Noticias_F5,"Corrientes, Argentina"
3219,FreudMT,Bogota
3220,catalinafrz,
3221,Yejm11,
3222,CraizysG,
3223,Alejand47833462,
3224,_7AliciaKang_13,
3225,lauravelascook,CABA
3226,Animalnocturnow,
3227,cristianurrea25,"Barcelona, España"
3228,acinomonus1,
3229,sec1386,
3230,ChemixtryPhD,
3231,Mauricio_DSalas,Colombia
3232,HaroldRuedas57,
3233,CriticaEsfinge,
3234,Rafael52799933,
3235,lucadelato21,COLOMBIA
3236,joseaionvk,
3237,giss199722,
3238,PiP5ter,
3239,erikacazttro,Pereira-Colombia
3240,Jarol01952523,Ecuador
3241,Ruben_duque_,Cali- Colombia
3242,PabloRpoval,"Medellin, Colombia"
3243,fionalapri,Bolchevideo. #PatriaGrande 
3244,det0ur,
3245,MiAmorPropio1,Nicaragua
3246,JACKIODONTO,VENEZUELA
3247,THEGIGI16,
3248,ROjedaDAlejo,Colombia
3249,Clafe64,
3250,manelmarquez,Terrassa.
3251,muriel_caicedo,
3252,davidfreerideco,"Barcelona, España"
3253,Insurrecto_Mx,México
3254,Peninsula360P,"Redwood City, CA"
3255,djperazao,Williams Street 
3256,tatimarulanda,Medellín
3257,lmorono,"Buenos Aires, Argentina"
3258,tplobo18,The blue marble
3259,LunaMayo20,
3260,Kaossman8bm,
3261,Un_Cubano_Mas,CUBA
3262,pabloeperezq,
3263,WilmerUrbinaD,Venezuela
3264,RubenCalderon89,"Bogotá, D.C., Colombia"
3265,Antidiota1,
3266,aldunatefran,
3267,santiag88720393,
3268,cinteve,Tenochtitlán & L.A.P.
3269,oirobas,"Kíev, Ucrania"
3270,Guajiritasoy,Cuba
3271,rodimato,
3272,0000osd,
3273,ALFTORO,
3274,hobieschiquito,Magic Shop
3275,Akemi04289952,
3276,Chiara17Dic,
3277,bangsprite,
3278,AliciaGaldamez8,"Washington, DC"
3279,melissakim1002,
3280,KimLena22548172,
3281,Vian75585334,
3282,Cisneros0218,
3283,IdilioPark,
3284,gabriel03145024,
3285,iscoElCuervo,
3286,littlecrackbaby,mojando los pies en el Báltico
3287,Anna37952406,
3288,Sykgrathuregui,He/they.
3289,MiradaVerdad,Brasil
3290,zoomhummer,Barranquilla
3291,alejand06044432,MEDELLIN
3292,Silviodavida,
3293,fidelacorrea,"Bogotá, D.C., Colombia"
3294,MamertoNada,Quilla
3295,LilyMontesR,Bogotá
3296,dipalihe,
3297,OspinaPauce,Colombia
3298,odcacace,
3299,DarnackTheTrue,
3300,CataBaquero,
3301,Sergiodavidgal2,
3302,OpinionCriticaC,"Berlín, Alemania"
3303,Jamape3,Colombia.
3304,cpelaezg,Bogotá
3305,arturoloboguer,bogota colombia
3306,AReyesRitter,Bogotá
3307,YADISANDRA,CUNDINAMARCA
3308,reinolopez,Cualquier lugar del mundo
3309,BEMERPO,Granada (Ant)
3310,Arquiman2,"Nueva York, USA"
3311,abrahamerb67,
3312,poesia27887120,
3313,MilderCobo,Santa Marta
3314,paolaamedinam,
3315,MirandHero,
3316,Dayeison1,"Medellín, Colombia"
3317,bogpreocupado,colomb
3318,alopezbu,"De Cali, vivo en Bogotá 🇨🇴"
3319,Marvilla79,Colombia
3320,Abrahamerb0723,"Bogotá, DC, Colombia"
3321,Alejoportilla,Anywhere...
3322,Jorge_Opina,En un cafetal
3323,nanalopez76,"Ft Lauderdale, FL USA"
3324,JavierT64606604,
3325,PolitiCatCol,Colombia
3326,Perezgilb,
3327,AnaSantaren,"Bogotá, D.C., Colombia"
3328,Telloalfonso,
3329,jmachado4072,"Medellín, Colombia"
3330,leorojlopez,Colombia
3331,Ralvares3,
3332,PaezJuancho,
3333,GiovanniCelisS,Bogotà
3334,rijecas,Bogota
3335,ARANARVAEZ1,"Cesar, Colombia"
3336,RosyC27913835,
3337,Erick_Nieves,Colombia
3338,anasil33,
3339,rfajardomd,
3340,bustosalex,Bogota - Colombia
3341,MIGUELeAVILA,
3342,yimena330,"Bello Horizonte, Brasil"
3343,argotde_abogado,Colombia
3344,yolandaarboled8,"Barranquilla, Colombia"
3345,JairoJrSandhers,"Cúcuta, Colombia"
3346,ColDenunciando,
3347,mundopoderok,"Buenos Aires, Argentina"
3348,TOLIMA2121,COLOMBIA
3349,DiversaComunic2,
3350,mafaldafox,"Colombia, "
3351,memelito,colombia
3352,williamunar5,"El Dorado, Colombia"
3353,cerdo888,"Bilbao, España"
3354,EvelynIglesia16,"Bogotá, D.C., Colombia"
3355,rodrigoribero,Canada
3356,Lengilarga1,
3357,LastEngine,
3358,Orson_IBF,Colombia
3359,ilbafernandezo,Barranquilla
3360,CastellEd,"Bogotá, D.C., Colombia"
3361,Mariluza7,
3362,ricnev01,La tenaz suramericana
3363,Lukas0777,Colombia
3364,setialdana,"Bogotá, D.C., Colombia"
3365,abgjuanfeza,
3366,yiovannichacon,el cerrito
3367,malakec,
3368,elk2812,
3369,MFRoisDC,
3370,RitterLopez,"Valle del Cauca, Colombia"
3371,elpatrullero_,"Bogota, Colombia"
3372,mariaraa2002,BOGOTA
3373,DaykarS,colombia
3374,WESCOLOMBIA,
3375,Orlando68665782,Colombia
3376,OLAFO87219910,
3377,O_212223,
3378,inmsu,Cali- Medellín
3379,casariel,Bogota
3380,ClaudiaLuci1018,
3381,Enfermeria_OCE,"Bogotá, D.C., Colombia"
3382,dimapasa7897,
3383,grekko4,
3384,DEUSVUL17500461,
3385,jcenciso70,
3386,quediceamigo,
3387,YONA_ATE,"İstanbul, Türkiye"
3388,oepulido,
3389,Alejomether,
3390,JaimeGMD,"04º 38′ N, 74°05′ w"
3391,PoliticaPuntual,"Bogotá, D.C., Colombia"
3392,MarkPhillips200,
3393,GermanEduardoA,
3394,LabrujaTiti,Ideas Liberales.
3395,totibin,Canada
3396,MarIBer2048,Colombia 
3397,jfsalanaya,Colombia
3398,Myjohnr,
3399,NOALCOMUNISMO_0,
3400,AlgundiaJenni,
3401,JaviPatriota,Bogotá
3402,re_ordonez,Bogotá - Colombia
3403,FelicidadVid,
3404,HaroldMoralesZ,
3405,salamina_col,Colombia
3406,Camilo18170674,
3407,bermudezopinio2,"Medellín, Colombia"
3408,Elpuebloseexp,"Bogotá, D.C., Colombia"
3409,JPMP1976,
3410,SGAITANPRENSA,Bogotá
3411,DePacotilla,
3412,VCColombia7,
3413,MarioCa86555203,
3414,CarlosEDiaz9,"Bogota, Colombia"
3415,AHector354,COLOMBIA
3416,eduartoons,colombia
3417,carlettoLozano,"Oulad Msabbel, Royaume du Maro"
3418,carlitosw84,Bogotá D.C. - Colombia
3419,lupieterna,Bogotá.
3420,Ehg67Jhon,"Armenia, Quindío - Colombia  "
3421,YASS31547764,🤔
3422,robertposada,Colombia
3423,juliansg06,Colombia
3424,maitamaia,"Bogotá, Colombia"
3425,feramon2,Colombia
3426,clarabermudez1a,Bogotá
3427,JLuisNavarro,"Bogotá, D.C., Colombia"
3428,EnHagame,
3429,Venezolanonews,"Miami, Florida"
3430,AntonioGomezRo3,Bogotá 
3431,JavierS71830864,
3432,Mendezzw12,Washington D.C
3433,carosanchez8,"Bogotá, D.C., Colombia"
3434,CarretaALaLata,Planeta Agua 🌏 
3435,javiercuellarD,Neiva
3436,mi_jefelodice,
3437,luciabastidasu,Bogotá
3438,hombrecomun21,
3439,Chelsea02215688,
3440,mabelgasca,Barranquilla
3441,mariacalero8,"Bogotá, Colombia"
3442,janpier515,Terrícola 🌎
3443,FERJEDY,
3444,HHugoOrtega,
3445,NoticiasDiaaDia,"Cundinamarca, Colombia"
3446,lavibrante,Bogota
3447,paleoinquisidor,Toledo
3448,AngelMa33429394,Colombia
3449,cargarjar,
3450,sergecadavid,
3451,margeU87,Colombia
3452,sacamargov,Colombia
3453,escorpion111969,
3454,mansillajaime,"Bogotá, D.C., Colombia"
3455,yonydumar,la mente
3456,JulioNatera10,"Medellín, Colombia"
3457,Alfredo28768181,"Brasil, Basilia"
3458,alberto96049337,
3459,wikiempresario1,Colombia
3460,elhomenoticias,"Bogotá, Colombia."
3461,AlbertoNallino,Bogota
3462,CEDUMAR,"Bogotá, D.C., Colombia"
3463,DIMALA1088,Colombia
3464,Joseph2a7881611,
3465,Paola81443116,
3466,jugodemarcuya,
3467,Holy8Y93,Rep. of Korea
3468,ve5pula,
3469,lovoonlyy,
3470,katizsche,
3471,Dorameandoando,
3472,colyeye,Sky 
3473,anniehehet,she/her/ella
3474,HelenUribista,
3475,the_world360,
3476,blondamyte,
3477,Oft_Gefragt,本のあるところ
3478,KaFiSa,Neiva - Colombia
3479,Leila66519333,
3480,srmlmrae,
3481,latam_exe,
3482,moondannie,
3483,Deivid19BP,
3484,gontran8a,
3485,LMendoz86808862,
3486,smmh0t7,
3487,vii_rivas,mexico
3488,042Garrix,Colombia 🇨🇴
3489,Hyunjin_SKZ8,Stayville
3490,sirenita7,
3491,minaa_moo,"Santa Marta, Colombia"
3492,TUREPUTA_cion,Colombia
3493,MINDOFCH4NIEL,she/her | 20 ♡ carrd byf
3494,K66090883,
3495,withynotj_,
3496,P0IS0NJUICE,She/Her🐬
3497,luvvcx,Barbie Dreams
3498,NoraObando,
3499,Mirai_H_Sama,The Marmora Base / The Lonely
3500,pabloinspace,"Medellín, Colombia"
3501,imluvwhit_v,En los brazos de Kim Taehyung 
3502,sadchuek_,
3503,val_koo,In your heart
3504,IamJuGoEs,Colombia
3505,CristoDespues,Nowhere 🌈 🦄 
3506,Eli_Gonza94,"Bogotá, D.C., Colombia"
3507,Keypo,"Barranquilla, Colombia"
3508,starrygateway,Colombia
3509,nojodarosa,she/her 
3510,Fullsunbestboy,
3511,hoonierolo,CARRD BYF!!!!!
3512,jennilustradora,miami
3513,SilvinLewis,Colombia. 23.
3514,WangColombia01,
3515,_minsool,"21, she/her"
3516,lovelykoo_,
3517,sunflowerWalls7,
3518,salchipapaaaas,
3519,athe3232,
3520,MarlySols2,
3521,nyannabytes,"Bogotá, Colombia"
3522,angelitha20011,
3523,tear1989,🇨🇴
3524,hobicienta,
3525,JEMUNAR1,COLOMBIA
3526,Giovann66814997,Cúcuta
3527,ilector1,
3528,Kyungsoosgirl_,
3529,0lustfeet0,
3530,alucinnnosis,
3531,AndresBog25,"Bogotá, D.C., Colombia"
3532,TheVacaloca,
3533,santiago_sl95,"Bogotá, D.C., Colombia"
3534,alexmartga,"Bogotá, D.C., Colombia"
3535,Ans0_w2,
3536,gabirangel18,
3537,himealicechan,Colombia Cali
3538,HimeAlice2,
3539,EquiKimSeokJin,I'm Worldwide Handsome 
3540,juanitajt3,
3541,marrr0701,🇨🇴 • Ella/She/Her • Esp/Eng
3542,sunshinetwc,platanal
3543,Xuxis_wife,
3544,Lachicadeplaya,
3545,LauRatt,"Faraway, so close"
3546,ValentinoCharry,"Leticia, Colombia"
3547,NursePandemicCO,Bucaramanga 
3548,TasteOfLove1995,
3549,linulera,España
3550,NIKITA_1096,
3551,Valenti07318332,
3552,X5sjA7DdvD7RpI7,
3553,vivianamarBTS,
3554,DoYouEvenGameKP,VDHK (Exhibition)
3555,sixtearss,Colombia
3556,edgyparadise,
3557,heyubxbe,black
3558,Anamaria200215, Colombia
3559,kennedykelsy,Colombia ♥
3560,MoonFri46057314,
3561,isekaipanda,
3562,ZNHH10,Colombia
3563,brigitte310501,BTS♥️
3564,BibbitWho,Bravado
3565,Lalalalisa000,Colombia
3566,GomezFJ,Cali - Colombia
3567,lau_giraldo1496,ciudad esmeralda 
3568,Zau91633436,
3569,PastusoL,"Nariño, Colombia"
3570,minbibbi,𝘃𝗶𝗰𝘁𝗼𝗻
3571,misokatsu_7,"Bogotá, DC, Colombia"
3572,linalsom,Por ahí
3573,trutrusfrated,
3574,Hobilovely94,♥ Hope World ♥
3575,rayandingme,Desde mi cuarto
3576,ASan130613,
3577,mickyprada,"Bogotá, D.C., Colombia"
3578,BarbieeWarhol,Macondo
3579,meche9920,Colombia
3580,Karinabarriosm,Colombia
3581,Sleepy_Shaman22,yoongi's yaoi hands
3582,ZurriagoEl,#NOAEscazú
3583,julya140912,Colombia
3584,GloriaAgudeloCa,en todas partes
3585,CarlosA51856874,Colombia
3586,busterhab,Overseas...
3587,LuisCarmv,
3588,JP_18030,➡️➡️➡️
3589,ADNuribista,Cerca del cielo
3590,julianchoccv,Pereira/Colombia
3591,YLESNEYDER,
3592,poryeaji,
3593,shinxgold,#kdramas #kpop 💌
3594,colombano1249,"Cundinamarca, Colombia"
3595,davoelbravo,Con Colombia Siempre
3596,William_GuzmanS,Bogota DC
3597,lualar,Bogotá
3598,titinaospinamar,
3599,diegoayala28,
3600,ivan__roland,
3601,Alejitadetal,Polombia del Sur
3602,jfdelacalle,EL UNIVERSO
3603,FLombana,
3604,DemokriticasTv,
3605,PLAZACONS,
3606,AGtavo1,CALI COLOMBIA
3607,Whitelabel100,
3608,DavidelGono,Disney Land
3609,GDMolano,"Bogotá, D.C., Colombia"
3610,JavierVarelaR25,"Barranquilla, Colombia"
3611,SoyElDefensor11,
3612,RuedaYei,De Bucaramanga
3613,camila_tv,
3614,vzerimar,Bogotá
3615,sergiolujans,
3616,Mediarse,Planeta Tierra
3617,mauriciolope_z_,
3618,paortizana,Colombia 
3619,VismarSnayder,
3620,JIC01513837,
3621,Carlos_Llanos94,"Barranquilla, Colombia"
3622,ROBINASTROLOGO,Itagui antioquia
3623,_leonmp,
3624,Sandra_Camelo_J,"Bogotá, D.C., Colombia"
3625,manuel_orrego,
3626,iCarlosMarioM,"Bogota, Colombia"
3627,kendryvandieppa,"Bogotá, D.C., Colombia"
3628,vinnnie23,
3629,KARLA56131,"New Jersey, USA"
3630,ELBUHOOO,
3631,angiesgh,EEUU
3632,Sandralili_5279,Bogotá (Colombia)
3633,jnc202,
3634,Ela20,Planet Earth.
3635,Diana__Andrade,"Bogotá, D.C., Colombia"
3636,Linitanueva,
3637,cga2805,"Barranquilla, Colombia"
3638,hectorhoyosv,Colombia
3639,CrisYsusJuanes,
3640,luzmaja82,
3641,jcarlos0807,
3642,patricita2301,
3643,mariacmontoya,Bogotá
3644,avm270590,
3645,jairoduarteh,
3646,SamariaSM_,
3647,gustavorealpeca,Bogotá 
3648,MauricioAddl,"New York, USA"
3649,juan_heshusius,Bogota
3650,Rvarela29,
3651,leocruz21,colombia
3652,BSuescn,Colombia
3653,erikarodd,Bogota
3654,ElPensador2020,"Miami, FL"
3655,pregonerolibree,
3656,OscarEs59690416,"Bogotá, D.C., Colombia"
3657,Manoloparis_,"Bogotá, Colombia"
3658,julyjimenez7779,"Pereia, Colombia"
3659,ANAELLY1979,
3660,Isavalle25,
3661,HeydrichRicardo,"Helsinki, Finlandia"
3662,jdua67,Colombia
3663,CARLOSFMEJIA,Caldas-Bogotá
3664,GARAYPOLO,Medellín Colombia 
3665,Adrialbita,Bogotá- Colombia
3666,Lilromancebabe,
3667,DianaSa14186294,Colombia
3668,MargaraOrtiz66,"Cali, ve! "
3669,lacursiverdad,
3670,AaronMarcoMori,"Lima, Peru"
3671,quihurt,
3672,Pulsadorcol,
3673,fysc00027,
3674,EFjvelezb,
3675,Mechitascasmont,Bogotá
3676,lina_gomez95,"Cali, Colombia"
3677,RedBullSoy,
3678,GuilloFutbol,#CaliCo
3679,7MarcoFidelR,Bogotá / Colombia
3680,Ivanydamaris,COLOMBIA
3681,mariavikycorrea,
3682,cmarioal69,
3683,JJoseTrujillo,
3684,SandraCameloJi1,
3685,FubGa780,
3686,Neljavel,Bogotá D.C.
3687,sebasmon21,"Medellín, Antioquia, Colombia"
3688,ximenarmy2021,
3689,ChiiMonik,Bogotá
3690,Alejand93215907,"Bogotá, D.C., Colombia"
3691,Yongbook5,stayville
3692,fadissa,Montería Córdoba 
3693,lunaMonroe21,United Kingdom
3694,Luvyyangie,yukhei best boy
3695,mochiparlante,
3696,MarioAtehortua5,
3697,honeys1lk,"황홀했던 기억 속에
나 홀로 춤을 춰도 비가 내리잖아
이 안개가 걷힐 때쯤
젖은 발로 달려갈 게
그때 날 안아줘"
3698,jamdiaztejada,"Palmira, Valle del Cauca"
3699,PronavicolaSA,"Guadalajara de Buga, Colombia"
3700,pfiorella8,"Bogotá D.C. Col,"
3701,FedequinasOrg,Carrera 64 No.98 b 36 Bogotá
3702,Stephany13_,Colombia
3703,suscaballos,Colombia
3704,ProcanaCol,Cali
3705,Aldialogistica1,"Bogotá, D.C., Colombia"
3706,Debatestv,"Cali, Colombia"
3707,magazinmigente,cali
3708,cavasa_sa,Km 11 Via Cali Candelaria
3709,elcorrillodemao,"Cali, Colombia"
3710,GasnovaCo,"Bogotá, D.C., Colombia"
3711,Ventura_Group,Colombia
3712,Mauromu76,"Envigado, Colombia"
3713,COBINAGA1,Km 6 vía Paipa - Duitama 
3714,AlcanosdeColom,
3715,ingeniomayaguez,"Candelaria, Colombia"
3716,juansebargans,"Bogotá, D.C., Colombia"
3717,ElPoderdelHuevo,Colombia
3718,NatasAleja,Colombia 
3719,codquad,"Barrie, Ontario"
3720,quitadebois,
3721,BabalawoC,BAQ-estado feudal de Colón-bia
3722,Rosarioenuntwit,
3723,ereecueere,
3724,DanielawithoneL,Bristol
3725,compartycanada,Canada
3726,viillak,"Barranquilla, Colombia"
3727,savage_sash,
3728,collectiveactuk,London
3729,Sick_Daniela,Colombia 
3730,Sabrina32898159,"Mompós, Colombia   "
3731,skzxgot7_,ESP/ENG
3732,Cali_Resiste,
3733,PepperMintpatys,
3734,mermaidcarat7,Colombia
3735,camilo0097,
3736,mariacvenegas,
3737,DaSalmonWrite,"Medellín, Colombia"
3738,DavinsonMeyer,"New York, USA"
3739,NATHAGUZ,"Bogotá, D.C., Colombia"
3740,cereza699,"Portland, OR, United States"
3741,Pau_Zulu,Medellin-Colombia
3742,mcamiv98,"Bogotá, D.C., Colombia"
3743,ColombiaRights,Washington D.C.
3744,IndioAIRE,
3745,EliBmo_,"Bogotá, D.C., Colombia"
3746,mile25milena,
3747,Tafurth,
3748,cajadresonancia,
3749,illuminator99,"New York, NY"
3750,NicoNicofndz,Colombia
3751,alwaysinmykiwi_,
3752,colombia_uk,London
3753,dearlizarazo,"Baltimore, MD"
3754,lu1saG,
3755,Pat_Cad,"Valencia, España"
3756,CapFantastick,"Bogotá, D.C., Colombia"
3757,NocturnalDoom,chaos@edge
3758,LauraMMoficial,"Bogotá, D.C., Colombia"
3759,karen_ziall,
